Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV04,OUT017,2568.8651006399296
NCN14,OUT035,3172.712912297516
FDH08,OUT013,3678.4388583664936
FDS20,OUT046,3118.5120444487507
FDV40,OUT049,1169.9984870955332
FDZ48,OUT010,356.88431076617843
FDS24,OUT027,2343.2348158558175
FDK44,OUT049,2880.70945326748
FDS48,OUT045,2442.1888131039404
FDK26,OUT010,484.96778904020954
FDD23,OUT045,3077.741419471366
NCH54,OUT017,2797.926912276216
NCP14,OUT010,355.24094808822133
FDM60,OUT010,0.0
FDV24,OUT017,2468.273134089215
FDH08,OUT018,3365.4350329223225
FDS12,OUT027,3332.543447922724
FDR39,OUT027,4962.083604101387
FDP12,OUT027,1256.6176023591559
DRF60,OUT027,5899.956970430271
FDC09,OUT035,1675.0295567082294
FDF50,OUT018,2874.6221443674517
FDG28,OUT035,3836.192026493743
NCE19,OUT017,922.3391881000945
NCM53,OUT010,350.03826423685786
NCN18,OUT049,2078.3006718313504
FDF32,OUT035,3316.401961825067
FDF11,OUT013,3924.3924118771533
DRI59,OUT049,3677.957571070172
NCG54,OUT035,2911.610614655218
FDM44,OUT046,1703.380414230157
FDT57,OUT018,3585.5739260665573
FDV24,OUT046,2432.6925946800134
FDI50,OUT019,730.810513003791
FDS09,OUT035,802.247457473129
NCC31,OUT027,3686.6255711000563
FDQ07,OUT019,484.3899187207004
FDC22,OUT017,3160.7819524403544
FDZ56,OUT046,2913.746390847331
FDZ40,OUT019,63.29404492893323
FDS46,OUT027,3004.5812341238434
DRD24,OUT045,2091.18300239686
FDV45,OUT017,3152.4855151219926
FDL26,OUT045,2383.792312153883
FDA56,OUT018,1978.1176904656252
FDN27,OUT046,1605.5174256268913
FDM20,OUT049,3933.1039404891994
FDO16,OUT017,1573.4118691254077
FDL03,OUT035,3228.9831772206417
FDE58,OUT046,1830.2970672834556
FDI02,OUT027,3023.557224373928
NCC55,OUT019,38.331065918157606
FDR03,OUT018,3131.3070671358996
FDB14,OUT017,1509.8427761468936
FDR45,OUT013,3970.0952039058925
NCN07,OUT017,2083.204433337089
FDM51,OUT019,371.5648965770047
FDT52,OUT027,5887.511951988597
FDL26,OUT046,2463.4512739614684
NCZ42,OUT046,4033.7671343908632
DRI47,OUT019,431.4622383523076
FDW40,OUT013,2127.0304493572985
FDN34,OUT046,2956.4594394347846
FDS01,OUT035,2905.8738477583056
NCG55,OUT045,1971.8302097552546
FDC11,OUT035,1410.2980432237248
FDX35,OUT018,3135.3964020759017
NCB06,OUT046,2454.012068397899
FDR09,OUT019,1022.4000931497867
FDC53,OUT017,1542.1125889602597
FDY45,OUT013,4178.203786364218
FDA22,OUT010,461.5931837582872
FDE02,OUT035,1590.2701849489347
FDW21,OUT045,1653.006000052976
FDV34,OUT046,1227.826169159624
FDS59,OUT049,1668.2733891884513
NCW17,OUT017,2216.9394289277257
NCK54,OUT046,1910.291715922619
FDG17,OUT019,802.140408666836
FDG35,OUT017,2780.048086995318
FDD08,OUT010,0.0
NCO07,OUT017,3504.4842055173763
FDJ10,OUT010,324.4317876434796
FDW36,OUT017,1686.6081652296768
FDW21,OUT010,409.0600315596503
FDY19,OUT017,1882.2259265311916
DRE03,OUT013,785.822660960859
NCC55,OUT049,806.193264557144
FDH52,OUT010,88.45630462503306
FDO09,OUT017,4424.6130997598575
FDU43,OUT045,3790.4768364277097
FDX09,OUT010,443.9056850608203
FDH40,OUT019,243.9477112449759
FDW58,OUT017,1676.7842409968237
FDC47,OUT017,3853.5169598765037
NCR41,OUT035,1557.2095985634965
DRG49,OUT035,3973.5563458895085
FDC52,OUT027,3770.6011293442516
FDY13,OUT046,1175.1653376537938
FDY35,OUT013,764.1402690069511
FDI35,OUT017,3219.087115300426
NCU18,OUT049,2193.457817870281
FDY33,OUT018,2422.3122192271458
FDC15,OUT027,4027.9433805833523
FDU01,OUT049,3192.985228988206
NCU42,OUT046,2723.350939810744
NCV29,OUT018,2636.299821444509
NCY30,OUT017,3026.7282623050114
FDQ46,OUT049,1898.2755319996156
FDG58,OUT027,3858.4534588126403
FDK33,OUT017,3554.7334622103835
NCD07,OUT045,1783.9975459937173
NCX29,OUT027,3748.960582332625
NCT42,OUT013,2436.784082387249
DRN59,OUT035,828.5115912727262
FDI44,OUT035,1340.1103348233573
FDA45,OUT049,2675.1329868254647
FDP31,OUT045,676.9812781116192
FDY01,OUT046,1888.6931786789494
FDT09,OUT018,1793.890829313001
DRH03,OUT027,2543.1088752951514
FDA36,OUT018,2849.3623914515447
NCF31,OUT017,2325.3076184284687
FDG14,OUT049,2479.7034315582446
FDG28,OUT027,5794.738439400314
FDU14,OUT049,3973.287921142795
FDY47,OUT019,302.02994158437
FDI56,OUT049,1592.0584064965756
DRD01,OUT013,902.5908423660096
FDM22,OUT046,945.8440225966963
FDH33,OUT013,717.8850881619205
DRZ24,OUT013,1862.9136800731433
NCQ38,OUT046,1663.8958619771747
FDO16,OUT027,2385.2115182899424
FDU07,OUT027,3594.1482471639174
NCB07,OUT013,2967.461336614753
FDU48,OUT045,2011.8684151834702
NCM43,OUT045,2534.896911529992
FDR31,OUT010,424.4010323040795
DRK49,OUT018,428.3907400712672
NCI30,OUT010,699.4191298592565
DRD60,OUT017,2951.1915058900818
NCG19,OUT046,3885.5015878692566
FDH12,OUT035,1762.3660665559455
FDM32,OUT035,1557.2095985634965
FDM27,OUT035,2501.474695650882
NCU53,OUT027,4107.655427699782
NCQ18,OUT046,1656.0530073957566
FDS10,OUT013,2750.5433684316604
FDB33,OUT027,4110.178307865716
FDI12,OUT013,1387.0627321064314
NCW42,OUT013,3677.133594231525
NCC06,OUT018,1716.903337502041
FDW02,OUT017,2186.884633831533
NCD43,OUT017,1661.5084795037371
FDM57,OUT018,1042.1909743393114
FDA58,OUT017,3902.3382930479142
FDK56,OUT046,3324.5165791592917
FDP52,OUT045,3808.5382595323736
FDW20,OUT018,1770.3742982013725
FDS52,OUT049,1666.1734817295464
NCT29,OUT018,1674.9212629957337
NCL54,OUT013,2962.9146802446903
FDC05,OUT045,3057.1809694371673
FDF34,OUT035,3404.4117772208397
FDP03,OUT027,3200.389386702855
FDD32,OUT010,250.4313445206742
FDZ10,OUT045,1991.6298165624453
FDZ40,OUT035,1007.6211803760816
FDD51,OUT018,417.71666440112716
NCY30,OUT019,522.7921549100837
FDP58,OUT017,3550.348564304447
FDV49,OUT017,4124.795756102629
FDY24,OUT019,21.33767839507766
NCO55,OUT017,1809.67435842664
FDR13,OUT017,1904.315459402626
FDS51,OUT017,1019.3887813987271
FDP26,OUT045,1599.1561258749612
NCB54,OUT027,3384.347042672256
FDF32,OUT017,3150.875913149181
FDN31,OUT018,2681.093539564523
DRM48,OUT017,704.091790785115
FDN20,OUT049,2725.2424332548626
DRL01,OUT046,3890.143764317592
FDV56,OUT049,1802.6084804843122
DRH13,OUT027,2636.004257496192
FDA03,OUT017,2473.3302965169673
FDF47,OUT027,5576.280382267766
FDX32,OUT046,2462.059710972254
FDX57,OUT049,1532.4142955247914
NCA30,OUT045,2971.3610620313884
FDO49,OUT013,792.7745286888603
FDL04,OUT019,347.5629810223164
DRM48,OUT035,743.1640552609008
FDR16,OUT013,4071.9678578175935
NCC19,OUT018,2855.0542573307043
NCE42,OUT045,3613.683493146297
FDY24,OUT017,1005.8897131861036
FDH19,OUT049,2865.8520725055923
FDJ46,OUT013,2837.8943604587002
FDN45,OUT010,598.4196505820283
FDY08,OUT035,1955.0568353621798
FDZ37,OUT035,1525.9074439609676
NCT30,OUT045,597.5083409397023
DRY23,OUT018,422.4451572596259
NCZ30,OUT018,1825.9607986489737
FDC44,OUT018,1627.9849470453848
FDB45,OUT035,1516.0959672986382
FDY04,OUT013,2610.812009452532
FDM27,OUT046,2656.170394040064
FDZ43,OUT017,3869.7850780701697
FDT39,OUT019,485.5410402910998
NCC06,OUT019,199.0044923318148
FDL15,OUT027,3871.8469587243067
FDL57,OUT017,4152.2504554011375
FDU08,OUT046,1484.4003013332144
FDK40,OUT017,4028.2783517713606
FDQ12,OUT010,687.7103087082301
FDS48,OUT017,2489.3211628220997
FDP09,OUT045,3380.865813612892
FDW21,OUT049,1662.43618350864
FDY25,OUT035,3024.4002380848638
DRE13,OUT017,1405.3837405483434
FDV43,OUT019,0.0
FDD22,OUT045,1755.4355294733757
FDM46,OUT019,386.2961747231498
NCO30,OUT010,482.4697158139397
FDM25,OUT046,2858.3714033066904
NCN41,OUT049,2068.9149644069075
FDU24,OUT045,1469.9118850745315
FDZ50,OUT046,3123.3491356376967
FDP45,OUT013,4108.4440998184855
NCM54,OUT045,2052.508423983134
FDW10,OUT019,309.5423762428826
FDP20,OUT017,2085.5955698327275
FDK32,OUT046,2465.630188668969
FDN52,OUT049,1378.327999638735
FDM58,OUT045,1798.8328818519242
FDZ46,OUT027,2803.441425572229
NCA18,OUT018,1662.199747689462
FDD35,OUT046,2060.128267925201
NCK31,OUT035,907.0822668891759
FDI40,OUT027,2615.897273650566
FDT50,OUT019,392.9855433055519
NCT06,OUT046,2515.846951541193
FDT31,OUT035,3077.473593934385
FDT45,OUT049,855.274600899857
FDT13,OUT045,3095.8624745068696
FDO50,OUT045,1376.4985537074429
NCU18,OUT010,408.77300810486645
NCR54,OUT049,3329.6416681943715
NCO18,OUT018,2673.3685602857845
FDU09,OUT045,828.0042409289379
FDT13,OUT018,2865.728333000844
FDE09,OUT046,1821.170330211682
NCK53,OUT019,361.3050502978875
FDG45,OUT049,3629.6907975898616
DRH15,OUT035,749.1924745220663
FDO21,OUT019,663.5363108210729
FDD14,OUT027,5127.9626192698615
FDC09,OUT046,1600.3767528232415
FDH45,OUT027,1220.1601631725985
FDV32,OUT046,1051.4773247607736
FDG12,OUT035,1964.6206562374384
FDS32,OUT013,2089.4961410951546
NCL55,OUT018,3976.109358395439
DRE01,OUT035,3868.4567339836362
DRE15,OUT049,1293.844675317901
NCL42,OUT045,3984.866851864733
FDP31,OUT013,876.9379293158497
FDN33,OUT018,1301.522782963139
FDZ59,OUT046,2646.9051855920447
FDE45,OUT010,524.8116245290921
FDJ07,OUT013,1786.5854669706257
FDQ45,OUT018,2894.799241902813
FDM33,OUT027,5492.483465480354
FDO15,OUT010,198.65026892969806
FDM46,OUT013,1546.3987761144397
FDR03,OUT045,3394.152619546503
FDY49,OUT018,2463.7898448661877
FDQ60,OUT045,1875.9666003885693
FDW10,OUT049,2645.029458953457
FDO51,OUT049,718.1541243434848
FDJ40,OUT018,1414.0012430063468
FDS20,OUT018,2837.3474316862234
FDU45,OUT013,1917.837249384882
FDV02,OUT035,2789.0839193821785
FDN09,OUT046,3842.0066016226947
NCM55,OUT027,5306.623299602089
FDN23,OUT018,2202.2555642500406
FDY31,OUT010,417.7116637216774
FDW03,OUT010,376.9142431938425
FDD14,OUT046,3115.5934378564825
FDV23,OUT017,2109.6820885563448
DRI03,OUT045,2798.2773380287026
FDN13,OUT035,1594.7084617546066
FDF45,OUT027,1771.2209722076548
FDU46,OUT035,1456.0693331560947
FDB57,OUT049,3733.4676226981715
FDV12,OUT049,1651.396059616439
FDQ58,OUT013,2447.6765212032324
NCA18,OUT017,1951.5203316112124
FDH52,OUT049,1023.5512987100192
FDM24,OUT018,2185.6419187498677
NCP43,OUT027,4807.775844979163
NCO18,OUT019,398.14738561155264
FDM32,OUT017,1454.1650396244902
NCL07,OUT017,730.7466406722722
FDK03,OUT013,4102.391736387346
FDP59,OUT017,1448.7450413784863
FDQ24,OUT049,4201.911609159874
FDQ16,OUT018,1522.6990591422154
FDU44,OUT013,2596.7147691779064
FDH28,OUT010,0.0
FDV28,OUT019,0.0
FDM22,OUT045,871.3650288714372
FDR56,OUT046,3401.487501384142
FDV39,OUT049,3233.5594586947063
FDU37,OUT019,326.96264126997266
FDQ11,OUT010,702.4018039557894
FDX02,OUT045,3652.6191612209113
NCS42,OUT018,1251.2191949304436
FDY57,OUT027,2533.560354093287
FDB21,OUT049,3934.7336594661533
FDE28,OUT017,3742.2234151744133
FDQ55,OUT017,2103.1688259664243
FDA48,OUT049,3727.3574552730693
FDZ19,OUT045,2784.657804820799
NCC43,OUT045,3445.3630720180167
NCV18,OUT046,1521.004887357266
NCA42,OUT018,2348.7647466307576
FDY45,OUT046,4025.981315901705
NCC30,OUT045,2749.3347212628782
FDM57,OUT013,1368.4539502211771
FDL09,OUT010,409.9478151586875
FDB09,OUT027,3161.446536262404
FDT44,OUT035,1960.2442316679703
NCT06,OUT027,4006.389959345892
FDX26,OUT049,3133.034717269215
FDK32,OUT013,2465.630188668969
DRA12,OUT046,2145.08981485163
FDO46,OUT010,499.9517155634287
FDE52,OUT013,1380.0521359557915
NCH42,OUT045,3768.492900942618
FDV08,OUT035,551.4298602131362
FDB47,OUT018,3166.2950314106356
FDC28,OUT010,246.60861730846725
FDD22,OUT046,1859.3184570191015
FDS07,OUT027,2872.9807075327963
DRI13,OUT045,3472.770737320717
FDG32,OUT018,3377.639127169682
FDU14,OUT017,3985.1606377563403
FDD28,OUT019,0.0
NCP41,OUT017,1673.4684138885996
FDS08,OUT049,2735.0503899974638
FDX47,OUT045,2547.271249653222
FDC53,OUT019,364.4765509162975
FDQ19,OUT035,3999.045215762141
FDL14,OUT045,2392.4429797131493
FDM33,OUT019,643.8110212442074
FDA51,OUT045,1830.226606529859
FDZ27,OUT018,503.8022856670009
FDT04,OUT046,659.4207693422638
DRC13,OUT049,2095.4165961188464
FDR16,OUT027,5763.327952122314
FDQ03,OUT027,5906.646339012674
FDE38,OUT035,2819.713245293962
DRH23,OUT027,1688.4080817966183
FDT11,OUT019,498.3647638316115
FDD09,OUT035,2975.0539558919527
FDR40,OUT045,1275.233405280627
FDX07,OUT017,3131.0235031584693
FDR07,OUT035,1538.0102881100347
FDA51,OUT017,1916.837617195563
FDT59,OUT019,677.0774429784547
FDF20,OUT017,3154.9674008564166
FDR13,OUT045,1817.704448736922
FDY26,OUT049,3520.349489127653
FDW04,OUT017,2100.188975241616
FDK52,OUT017,3841.3301867266478
FDN60,OUT049,2615.331913901505
FDM09,OUT019,327.7050217570686
FDP46,OUT049,1359.3349953243605
FDB50,OUT019,249.07076856738274
NCQ29,OUT049,3919.018714109942
FDP16,OUT027,6211.259723890294
FDX33,OUT018,2374.7906598345944
FDP07,OUT010,497.2794050419045
FDN22,OUT046,4006.4199718998575
FDF39,OUT049,4680.987799488626
FDS21,OUT017,987.3052796039436
NCM42,OUT013,1663.209647930779
FDK50,OUT019,292.4461046135668
DRF13,OUT027,3763.9117607618496
FDH35,OUT018,2349.2246016661375
FDP60,OUT018,1301.0539011192177
DRJ49,OUT027,3378.933784525511
NCT42,OUT019,420.04878952580367
FDE38,OUT049,2796.422701736242
FDI04,OUT049,3121.0580570264833
NCH54,OUT045,2613.322780006742
FDT56,OUT049,1056.7043045582222
DRD15,OUT018,3483.5082857369316
FDV58,OUT013,2911.2623369772505
FDP21,OUT049,3164.041515565483
FDH05,OUT013,3821.744926236975
FDR10,OUT027,3993.70585089201
NCP06,OUT045,2144.9001883681594
FDF33,OUT049,1689.3367688967262
DRK37,OUT013,3256.4121504947134
DRH49,OUT045,1241.0092155914278
FDT58,OUT013,2689.7924920634487
FDD41,OUT018,1407.9371407966805
FDP40,OUT018,1461.8501883227998
FDM51,OUT027,2670.1997103947506
FDO45,OUT010,337.2146316111814
FDW33,OUT010,355.24094808822133
FDY24,OUT045,966.408417409427
FDB10,OUT010,57.955442239356394
FDM40,OUT035,2187.5653891349034
NCI06,OUT017,2831.716193691841
FDW12,OUT019,428.54855758517664
FDX48,OUT027,3888.9695282014945
NCW05,OUT027,2629.9518940650532
FDX27,OUT017,1457.8727505165073
DRM37,OUT045,3136.8317999189812
FDA38,OUT045,3638.5008885544003
FDR36,OUT046,690.9615453345754
FDZ45,OUT046,3243.113551255394
FDG05,OUT017,2617.978346706881
FDK28,OUT013,4715.1518149745425
FDV47,OUT045,1303.2144267249996
FDN21,OUT045,2555.2342275941287
FDP20,OUT027,3315.2009055801177
FDI35,OUT045,3132.4761046347226
DRY23,OUT013,649.546813035615
FDA56,OUT017,2224.030919960861
FDB09,OUT013,2025.2104918845016
NCO26,OUT027,2998.2933345674496
FDQ49,OUT018,2191.1865355076466
FDI52,OUT027,3197.1368444005016
FDZ44,OUT027,3047.38392518038
FDZ09,OUT018,2337.3857923815794
FDY03,OUT049,1861.0686059065604
NCG42,OUT017,2117.022918606639
DRI13,OUT027,5473.342807402423
FDQ32,OUT013,2051.652627258739
FDW16,OUT035,1636.3212643874347
FDU27,OUT046,740.7670187200965
FDR28,OUT010,187.22757358360934
FDQ49,OUT010,292.5794518042196
FDS37,OUT046,1945.5048876625085
FDW26,OUT018,3244.479150910867
FDX12,OUT018,3528.943099954867
NCP06,OUT013,2341.5315705331705
FDW45,OUT010,397.8786531863231
NCN30,OUT049,1405.653546478902
FDN24,OUT049,853.3137251759537
NCL41,OUT027,1228.4547211134152
FDR02,OUT019,376.28897682110653
FDD09,OUT010,486.6634977216729
FDS33,OUT010,378.28024429054216
FDU22,OUT045,1852.3231003149272
FDI53,OUT013,2630.6131572330696
DRH01,OUT049,2793.694059381734
FDX32,OUT013,2154.092127446965
NCP30,OUT018,431.80539243096956
FDB60,OUT045,3114.314314112741
FDB14,OUT049,1533.9314226661681
NCP02,OUT035,1030.4744700233546
FDJ10,OUT017,2052.6878569376613
FDG34,OUT046,1885.1766744109
NCB18,OUT017,1425.9705313990405
FDM16,OUT049,1361.8537764650862
FDW25,OUT018,1115.2226188285076
FDB35,OUT010,410.82837243943345
DRN11,OUT013,2141.3386566548975
FDF41,OUT019,704.4634373312003
FDH16,OUT045,1451.1902222212473
NCQ50,OUT018,3182.0447533489105
DRH23,OUT018,657.3561135725139
DRJ37,OUT013,2520.5087443003745
DRJ24,OUT027,5127.9626192698615
FDY16,OUT035,3373.5219924289368
FDQ27,OUT045,1619.6404584030774
FDZ33,OUT045,2398.2757689236846
FDF29,OUT045,2029.7535078049698
FDA08,OUT049,2574.5840912959866
FDG31,OUT046,1087.117781107118
FDE34,OUT019,743.6279961045744
NCR30,OUT027,1976.9023065615347
FDV33,OUT035,4110.540159077867
DRZ24,OUT018,1742.3787092627188
NCL54,OUT035,3037.567484129678
FDR12,OUT049,2845.798700925522
NCC54,OUT046,4016.2275534261953
DRN59,OUT013,797.9872343742638
FDX50,OUT019,368.15109682720805
FDV31,OUT027,4706.108458071004
NCA29,OUT027,4618.406892294578
FDW60,OUT049,2923.973083695047
FDX08,OUT017,3074.280363024556
DRD49,OUT013,3883.3713991388854
FDD33,OUT046,3862.9534438844353
FDW35,OUT013,701.0156984513559
FDJ36,OUT017,1710.0197776426999
FDV51,OUT035,2788.81859372054
FDW36,OUT046,1651.0276258204751
FDH35,OUT046,2602.964646178685
NCS30,OUT027,3390.606579385944
FDN49,OUT017,694.5993260194126
FDL08,OUT018,3460.863414000173
FDI09,OUT013,3815.0007989779874
FDP19,OUT018,1835.6279176575176
FDU21,OUT010,0.0
NCP41,OUT045,1594.1902758046313
FDY10,OUT013,1759.3585958765127
FDP12,OUT018,432.26420770962204
NCN26,OUT049,1889.312940440926
FDK44,OUT013,2857.001630471824
FDC28,OUT049,1558.416042618045
FDJ41,OUT027,6084.638705921476
NCT29,OUT035,2104.3605507245984
NCH42,OUT019,724.121144421389
FDU60,OUT018,2439.5000080058417
FDS02,OUT045,3057.557296274478
FDC51,OUT046,2107.67013645601
FDU03,OUT013,3139.346446812435
FDX39,OUT045,3585.908756827744
NCY05,OUT010,0.0
NCL06,OUT027,5819.723662392316
FDD32,OUT035,1377.3157727946138
NCN41,OUT045,2001.5095429364865
NCX53,OUT049,2158.214076622235
FDU57,OUT019,437.44586001607854
FDQ23,OUT046,1663.209647930779
FDQ52,OUT045,4036.1847396828502
FDC14,OUT045,646.4869478067683
FDY09,OUT035,2885.5899279462706
FDQ28,OUT045,2287.6344828035562
FDV25,OUT046,3889.797317426995
FDJ07,OUT035,1960.6261107912462
DRB25,OUT049,1701.2416753158957
FDK52,OUT019,597.8740107382488
FDY52,OUT027,1823.5479895085464
FDB28,OUT046,2999.5968408596277
FDT36,OUT035,746.9675171428901
FDV25,OUT017,3944.7255744688437
NCN07,OUT027,3283.806070132762
FDC57,OUT017,3142.351363877421
FDQ03,OUT018,3561.636795205837
FDU23,OUT017,2755.7148085111744
NCX41,OUT035,3587.1872264011763
NCD06,OUT035,771.024998895401
FDW08,OUT045,1558.43571480929
NCU29,OUT017,2456.86522702481
NCE06,OUT013,2533.9333274976393
FDV52,OUT010,391.36564412645663
FDB02,OUT017,2908.191362776981
NCR18,OUT045,741.2471693139979
FDK16,OUT049,1721.3074778183527
NCQ29,OUT010,713.3880599153844
FDZ01,OUT019,397.74731887783236
FDW27,OUT035,2642.9059907995534
FDD17,OUT018,3671.068527781442
FDW39,OUT013,2903.3866112239966
DRH59,OUT045,1098.6368860469327
FDS52,OUT013,1685.5038861156813
FDU40,OUT027,5379.339086436193
NCF54,OUT013,2980.031287664447
FDH46,OUT045,1622.1938142958977
NCP14,OUT049,1675.2588132424353
FDH50,OUT049,3192.822280007065
DRF15,OUT010,398.8589011180412
FDV27,OUT027,2406.5391724822216
NCJ06,OUT049,2057.5927464048646
FDN02,OUT018,3110.998165345594
FDQ51,OUT049,810.2924457004854
FDQ07,OUT017,3704.418972791374
FDS45,OUT049,1773.2489693648197
NCJ06,OUT045,1897.0390453414536
FDD36,OUT035,1960.1871448342795
FDY25,OUT045,3111.424421001789
FDU52,OUT046,2437.493814275377
DRK47,OUT017,3852.376817216401
NCL30,OUT017,2022.6981335771948
FDN22,OUT035,4081.0727757848454
NCF30,OUT027,3284.6386348236542
FDK03,OUT035,4180.369809311554
FDT45,OUT017,927.6054785344685
NCC54,OUT027,6047.296581487381
FDP08,OUT018,2783.849034980592
FDU44,OUT046,2637.248036705204
